timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2011-02-08,614.9300,619.6289,614.5123,618.3800,310.1474,3386400,0.0000,1.0000
2011-02-07,610.1600,618.3900,609.2100,614.2950,308.0986,3595600,0.0000,1.0000
2011-02-04,610.1500,611.4420,606.6100,610.9800,306.4359,3098400,0.0000,1.0000
2011-02-03,609.4800,611.4500,606.1300,610.1500,306.0197,2987200,0.0000,1.0000
2011-02-02,611.0000,614.3400,607.5300,612.0000,306.9475,3517800,0.0000,1.0000
2011-02-01,604.4900,613.3550,603.1110,611.0400,306.4660,5485100,0.0000,1.0000
2011-01-31,603.6000,604.4700,595.5500,600.3600,301.1095,5604100,0.0000,1.0000
2011-01-28,619.0700,620.3600,599.7600,600.9900,301.4255,8453700,0.0000,1.0000
2011-01-27,617.8900,619.7000,613.2519,616.7900,309.3499,4034300,0.0000,1.0000
2011-01-26,620.3300,622.4900,615.2800,616.5000,309.2045,4072100,0.0000,1.0000
2011-01-25,608.2000,620.6900,606.5200,619.9100,310.9148,7286300,0.0000,1.0000
2011-01-24,607.5700,612.4900,601.2300,611.0800,306.4861,9189200,0.0000,1.0000
2011-01-21,639.5800,641.7300,611.3600,611.8300,306.8623,17790900,0.0000,1.0000
2011-01-20,632.2100,634.0800,623.2900,626.7700,314.3554,10960600,0.0000,1.0000
2011-01-19,642.1200,642.9600,629.6600,631.7500,316.8531,6805300,0.0000,1.0000
2011-01-18,626.0600,641.9900,625.2700,639.6300,320.8053,7226700,0.0000,1.0000
2011-01-14,617.4000,624.2700,617.0800,624.1800,313.0564,4726400,0.0000,1.0000
2011-01-13,616.9700,619.6700,614.1600,616.6900,309.2998,2665300,0.0000,1.0000
2011-01-12,619.3500,619.3500,614.7700,616.8700,309.3901,3262100,0.0000,1.0000
2011-01-11,617.7100,618.8000,614.5000,616.0100,308.9587,2875700,0.0000,1.0000
2011-01-10,614.8000,615.3900,608.5600,614.2100,308.0559,3155200,0.0000,1.0000
2011-01-07,615.9100,618.2500,610.1300,616.4400,309.1744,4198100,0.0000,1.0000
2011-01-06,610.6800,618.4300,610.0500,613.5000,307.6998,4111400,0.0000,1.0000
2011-01-05,600.0700,610.3300,600.0500,609.0700,305.4780,5059500,0.0000,1.0000
2011-01-04,605.6200,606.1800,600.1200,602.1200,301.9922,3645300,0.0000,1.0000
2011-01-03,596.4800,605.5900,596.4800,604.3500,303.1107,4725600,0.0000,1.0000
2010-12-31,596.7400,598.4200,592.0300,593.9700,297.9046,3075500,0.0000,1.0000
2010-12-30,598.0000,601.3340,597.3901,598.8600,300.3572,1977000,0.0000,1.0000
2010-12-29,602.0000,602.4100,598.9200,601.0000,301.4305,2036300,0.0000,1.0000
2010-12-28,602.0500,603.8700,598.0100,598.9200,300.3873,2127400,0.0000,1.0000
2010-12-27,602.7400,603.7800,599.5000,602.3800,302.1226,2413700,0.0000,1.0000
2010-12-23,605.3400,606.0000,602.0300,604.2300,303.0505,2219300,0.0000,1.0000
2010-12-22,604.0000,607.0000,603.2800,605.4900,303.6824,2412500,0.0000,1.0000
2010-12-21,598.5700,604.7199,597.6150,603.0700,302.4687,3755200,0.0000,1.0000
2010-12-20,594.6500,597.8799,588.6565,595.0600,298.4513,3942600,0.0000,1.0000
2010-12-17,591.0000,592.5600,587.6700,590.8000,296.3147,6168000,0.0000,1.0000
2010-12-16,592.8500,593.7700,588.0700,591.7100,296.7711,3190600,0.0000,1.0000
2010-12-15,594.2000,596.4500,589.1501,590.3000,296.0639,4331000,0.0000,1.0000
2010-12-14,597.0900,598.2900,592.4800,594.9100,298.3761,3283300,0.0000,1.0000
2010-12-13,597.1200,603.0000,594.0900,594.6200,298.2306,4792200,0.0000,1.0000
2010-12-10,593.1400,593.9900,590.2900,592.2100,297.0219,3405900,0.0000,1.0000
2010-12-09,593.8800,595.5800,589.0000,591.5000,296.6658,3734000,0.0000,1.0000
2010-12-08,591.9700,592.5200,583.6900,590.5400,296.1843,3510200,0.0000,1.0000
2010-12-07,591.2700,593.0000,586.0000,587.1400,294.4790,6078300,0.0000,1.0000
2010-12-06,580.5700,582.0000,576.6100,578.3600,290.0754,4183400,0.0000,1.0000
2010-12-03,569.4500,576.4800,568.0000,573.0000,287.3871,5257100,0.0000,1.0000
2010-12-02,568.6618,573.3300,565.3501,571.8200,286.7953,5090700,0.0000,1.0000
2010-12-01,563.0000,571.5700,562.4000,564.3500,283.0487,7500600,0.0000,1.0000
2010-11-30,574.3200,574.3200,553.3100,555.7100,278.7154,14220500,0.0000,1.0000
2010-11-29,589.1700,589.8000,579.9500,582.1100,291.9562,5713600,0.0000,1.0000
2010-11-26,590.4600,592.9800,587.0000,590.0000,295.9135,2619500,0.0000,1.0000
2010-11-24,587.3100,596.6000,587.0500,594.9700,298.4062,4788000,0.0000,1.0000
2010-11-23,587.0100,589.0100,578.2000,583.0100,292.4076,4320800,0.0000,1.0000
2010-11-22,587.4700,593.4400,582.7500,591.2200,296.5253,4368800,0.0000,1.0000
2010-11-19,597.0000,597.8900,590.3400,590.8300,296.3297,4590400,0.0000,1.0000
2010-11-18,589.0000,599.9800,588.5600,596.5600,299.2036,5174800,0.0000,1.0000
2010-11-17,585.0000,589.5000,581.3690,583.5500,292.6785,4880100,0.0000,1.0000
